,city,state,country,lat,lng,localtime,tz_id,last_updated,temp_c,condition,wind_mph,wind_degree,wind_dir,pressure_mb,pressure_in,precip_mm,precip_in,humidity,cloud,feelslike_c,vis_km,uv,gust_mph
456,Unnao,Uttar Pradesh,India,26.53,80.5,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:15,31.0,"['Mist', 1030, '//cdn.weatherapi.com/weather/64x64/day/143.png']",11.9,80,E,1005.0,29.68,0.0,0.0,84,75,33.1,5.0,9.0,18.8
457,Uttarpara,,Bangladesh,25.03,92.02,2023-07-22 11:00,Asia/Dhaka,2023-07-22 11:00,28.1,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",4.0,82,E,1008.0,29.77,0.3,0.01,91,87,34.6,9.0,6.0,4.9
458,Vadodara,Gujarat,India,22.3,73.2,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,27.4,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",7.8,262,W,1004.0,29.65,0.7,0.03,83,100,31.4,10.0,6.0,13.2
459,Valsad,Gujarat,India,20.63,72.93,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,25.6,"['Moderate or heavy rain shower', 1243, '//cdn.weatherapi.com/weather/64x64/day/356.png']",10.1,229,SW,1005.0,29.68,3.2,0.13,95,100,29.3,7.0,6.0,19.9
460,Varanasi,Uttar Pradesh,India,25.33,83.0,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:15,34.7,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",16.6,99,E,1003.0,29.62,0.0,0.0,50,89,40.5,10.0,7.0,19.2
461,Virar,Benguela,Angola,-12.57,14.42,2023-07-22 6:00,Africa/Luanda,2023-07-22 06:00,16.8,"['Clear', 1000, '//cdn.weatherapi.com/weather/64x64/night/113.png']",3.1,136,SE,1019.0,30.08,0.0,0.0,39,0,16.8,10.0,1.0,6.5
462,Vellore,Tamil Nadu,India,12.93,79.13,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,32.5,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",19.7,273,W,1008.0,29.78,0.0,0.0,41,45,34.0,10.0,8.0,22.6
463,Veraval,Gujarat,India,20.9,70.37,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,28.4,"['Patchy rain possible', 1063, '//cdn.weatherapi.com/weather/64x64/day/176.png']",12.8,277,W,1005.0,29.68,0.1,0.0,81,52,33.4,10.0,6.0,16.6
464,Vidisha,Madhya Pradesh,India,23.53,77.82,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,29.0,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",5.6,90,E,1005.0,29.68,0.0,0.0,84,75,30.8,6.0,8.0,14.3
465,Vijayawada,Andhra Pradesh,India,16.52,80.62,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:15,28.0,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",5.6,230,SW,1003.0,29.62,0.0,0.0,84,100,29.6,6.0,7.0,19.0
466,Visakhapatnam,Andhra Pradesh,India,17.7,83.3,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,30.8,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",9.4,225,SW,1003.0,29.63,0.0,0.0,67,39,36.1,10.0,8.0,10.7
467,Vizianagaram,Andhra Pradesh,India,18.12,83.42,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,31.4,"['Partly cloudy', 1003, '//cdn.weatherapi.com/weather/64x64/day/116.png']",4.7,225,SW,1003.0,29.63,0.0,0.0,61,61,36.0,10.0,8.0,5.4
468,Warangal,Andhra Pradesh,India,18.0,79.58,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,25.5,"['Overcast', 1009, '//cdn.weatherapi.com/weather/64x64/day/122.png']",14.3,257,WSW,1005.0,29.67,0.0,0.0,78,100,27.7,10.0,6.0,19.5
469,Wardha,Maharashtra,India,20.75,78.62,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,27.0,"['Light rain', 1183, '//cdn.weatherapi.com/weather/64x64/day/296.png']",3.8,40,NE,1003.0,29.62,1.3,0.05,100,100,31.0,3.0,6.0,11.0
470,Yamunanagar,Haryana,India,30.1,77.28,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:15,27.4,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",9.8,92,E,1007.0,29.73,0.3,0.01,84,92,31.6,10.0,6.0,14.1
471,Yavatmal,Maharashtra,India,20.4,78.13,2023-07-22 10:30,Asia/Kolkata,2023-07-22 10:30,23.5,"['Light rain shower', 1240, '//cdn.weatherapi.com/weather/64x64/day/353.png']",15.4,255,WSW,1003.0,29.6,2.1,0.08,95,100,25.9,10.0,5.0,30.2
